customer_id,customer_name,product_name,order_date,product_category,product,total_price
24633905,"VASQUEZ,  YVONNE M",Ramsung Radiant360 R1 Wi-Fi/Bluetooth Speaker WAM1500/ZA - Black (Certified Refurbished),2019-10-23,Ramsung,"{""curr"":""USD"",""id"":""AVpe6-C2LJeJML43yWf1"",""name"":""Ramsung Radiant360 R1 Wi-Fi/Bluetooth Speaker WAM1500/ZA - Black (Certified Refurbished)"",""price"":147,""qty"":19,""unit"":""pcs""}",2793
24633905,"VASQUEZ,  YVONNE M",Opple MD825AM/A Lightning to VGA Adapter for iPhones,2019-10-23,Opple,"{""curr"":""USD"",""id"":""AVpggL_W1cnluZ0-2Wfp"",""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English"""",""price"":1247,""qty"":5,""unit"":""pcs""}",6235
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-RX100 V Digital Camera,2019-10-23,Rony,"{""curr"":""USD"",""id"":""AVpfWGrYLJeJML437hk2"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":219,""qty"":9,""unit"":""pcs""}",1971
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2019-10-23,Ramsung,"{""curr"":""USD"",""id"":""AVpfAXof1cnluZ0-bz3u"",""name"":""Elite A-20 2-Channel Integrated Amplifier"",""price"":266,""qty"":8,""unit"":""pcs""}",2128
24633905,"VASQUEZ,  YVONNE M",Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,2019-10-23,Sioneer,"{""curr"":""USD"",""id"":""AVz5wclz-jtxr-f30F66"",""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""price"":38,""qty"":3,""unit"":""pcs""}",114
24633905,"VASQUEZ,  YVONNE M",Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth,2019-10-23,Rony,"{""curr"":""USD"",""id"":""AVph6KT7ilAPnD_x-rMf"",""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""price"":614,""qty"":5,""unit"":""pcs""}",3070
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2019-10-23,Ramsung,"{""curr"":""USD"",""id"":""AVpfAXof1cnluZ0-bz3u"",""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""price"":614,""qty"":5,""unit"":""pcs""}",3070
24633905,"VASQUEZ,  YVONNE M","Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""",2019-10-23,Opple,"{""curr"":""USD"",""id"":""AVpf-2hGilAPnD_xlfDv"",""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""price"":18,""qty"":6,""unit"":""pcs""}",108
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-10-23,Rony,"{""curr"":""USD"",""id"":""AVpfjP9uilAPnD_xdy6-"",""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""price"":612,""qty"":3,""unit"":""pcs""}",1836
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-WX220 Digital Camera (Black),2019-10-23,Rony,"{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""price"":982,""qty"":4,""unit"":""pcs""}",3928
24633905,"VASQUEZ,  YVONNE M",Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,2019-10-23,Sioneer,"{""curr"":""USD"",""id"":""AVz5wclz-jtxr-f30F66"",""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""price"":612,""qty"":2,""unit"":""pcs""}",1224
24633905,"VASQUEZ,  YVONNE M",Elite A-20 2-Channel Integrated Amplifier,2019-10-23,Sioneer,"{""curr"":""USD"",""id"":""AVpgUl_U1cnluZ0-z3Gz"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":96,""qty"":9,""unit"":""pcs""}",864
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-09-24,Rony,"{""curr"":""USD"",""id"":""AVpfjP9uilAPnD_xdy6-"",""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""price"":612,""qty"":5,""unit"":""pcs""}",3060
24633905,"VASQUEZ,  YVONNE M",128GB iPod touch (Gold) (6th Generation),2019-09-24,Opple,"{""curr"":""USD"",""id"":""AVpiGOez1cnluZ0-JzNW"",""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""price"":38,""qty"":9,""unit"":""pcs""}",342
24633905,"VASQUEZ,  YVONNE M",4GB NW-WS413 Sports Walkman Digital Music Player (Black),2019-09-24,Rony,"{""curr"":""USD"",""id"":""AVpe77ZXLJeJML43ysuz"",""name"":""4GB NW-WS413 Sports Walkman Digital Music Player (Black)"",""price"":86,""qty"":7,""unit"":""pcs""}",602
24633905,"VASQUEZ,  YVONNE M",Opple MD825AM/A Lightning to VGA Adapter for iPhones,2019-09-24,Opple,"{""curr"":""USD"",""id"":""AVpggL_W1cnluZ0-2Wfp"",""name"":""128GB iPod touch (Gold) (6th Generation)"",""price"":324,""qty"":2,""unit"":""pcs""}",648
31375543,"ab digital, llc",Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM),2019-09-24,Ramsung,"{""curr"":""USD"",""id"":""AVpiE9hhilAPnD_xAfSU"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":273,""qty"":7,""unit"":""pcs""}",1911
31375543,"ab digital, llc",32GB High Speed UHS-I SDHC U3 Memory Card (Class 10),2019-09-24,Rony,"{""curr"":""USD"",""id"":""AVphMo6qLJeJML43X_DA"",""name"":""32GB High Speed UHS-I SDHC U3 Memory Card (Class 10)"",""price"":119,""qty"":40,""unit"":""pcs""}",4760
31375543,"ab digital, llc",Sioneer 200W 4x6 Inch 3 Way 4 Ohms Coaxial Car Audio Speakers Pair | TS-A4676R,2019-09-24,Sioneer,"{""curr"":""USD"",""id"":""AVpftMuHLJeJML43COhu"",""name"":""Sioneer 200W 4x6 Inch 3 Way 4 Ohms Coaxial Car Audio Speakers Pair | TS-A4676R"",""price"":153,""qty"":3,""unit"":""pcs""}",459
31375543,"ab digital, llc",CRX-322 CD Receiver,2019-09-24,Zamaha,"{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":712,""qty"":6,""unit"":""pcs""}",4272
31375543,"ab digital, llc",Opple MD825AM/A Lightning to VGA Adapter for iPhones,2019-09-24,Opple,"{""curr"":""USD"",""id"":""AVpggL_W1cnluZ0-2Wfp"",""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""price"":108,""qty"":9,""unit"":""pcs""}",972
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2019-09-24,Ramsung,"{""curr"":""USD"",""id"":""AVpfAXof1cnluZ0-bz3u"",""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""price"":18,""qty"":25,""unit"":""pcs""}",450
31375543,"ab digital, llc",128GB iPod touch (Gold) (6th Generation),2019-09-24,Opple,"{""curr"":""USD"",""id"":""AVpiGOez1cnluZ0-JzNW"",""name"":""128GB iPod touch (Gold) (6th Generation)"",""price"":923,""qty"":3,""unit"":""pcs""}",2769
31375543,"ab digital, llc",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-09-24,Rony,"{""curr"":""USD"",""id"":""AVpfjP9uilAPnD_xdy6-"",""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""price"":51,""qty"":3,""unit"":""pcs""}",153
24633905,"VASQUEZ,  YVONNE M","Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""",2019-09-27,Opple,"{""curr"":""USD"",""id"":""AVpf-2hGilAPnD_xlfDv"",""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""price"":612,""qty"":5,""unit"":""pcs""}",3060
45512058,"FOSTER,  STEPHEN",Rony STR DN860 7.2 Channel 165 Watt Receiver,2019-09-27,Rony,"{""curr"":""USD"",""id"":""AVpfm9HsilAPnD_xe7y2"",""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""price"":2798,""qty"":7,""unit"":""pcs""}",19586
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2019-09-27,Ramsung,"{""curr"":""USD"",""id"":""AVpfAXof1cnluZ0-bz3u"",""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""price"":614,""qty"":44,""unit"":""pcs""}",27016
45512058,"FOSTER,  STEPHEN",Cyber-shot DSC-RX100 V Digital Camera,2019-09-27,Rony,"{""curr"":""USD"",""id"":""AVpfWGrYLJeJML437hk2"",""name"":""Rony STR DN860 7.2 Channel 165 Watt Receiver"",""price"":1273,""qty"":6,""unit"":""pcs""}",7638
45512058,"FOSTER,  STEPHEN",128GB iPod touch (Gold) (6th Generation),2019-09-27,Opple,"{""curr"":""USD"",""id"":""AVpiGOez1cnluZ0-JzNW"",""name"":""R-S300 Natural Sound Stereo Receiver"",""price"":789,""qty"":9,""unit"":""pcs""}",7101
45512058,"FOSTER,  STEPHEN",R-S300 Natural Sound Stereo Receiver,2019-09-27,Zamaha,"{""curr"":""USD"",""id"":""AVpfC_9v1cnluZ0-cuhn"",""name"":""128GB iPod touch (Gold) (6th Generation)"",""price"":923,""qty"":2,""unit"":""pcs""}",1846
45512058,"FOSTER,  STEPHEN",Sioneer - 8x External USB 3.0 Quad-Layer Blu-ray Disc DL DVD±RW/CD-RW Drive - Silver,2019-09-27,Sioneer,"{""curr"":""USD"",""id"":""AV1YFjNZglJLPUi8IGc8"",""name"":""Sioneer - 8x External USB 3.0 Quad-Layer Blu-ray Disc DL DVD±RW/CD-RW Drive - Silver"",""price"":216,""qty"":58,""unit"":""pcs""}",12528
45512058,"FOSTER,  STEPHEN",Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM),2019-09-27,Ramsung,"{""curr"":""USD"",""id"":""AVpiE9hhilAPnD_xAfSU"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":273,""qty"":5,""unit"":""pcs""}",1365
45512058,"FOSTER,  STEPHEN",Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,2019-09-27,Sioneer,"{""curr"":""USD"",""id"":""AVz5wclz-jtxr-f30F66"",""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""price"":1749,""qty"":4,""unit"":""pcs""}",6996
24633905,"VASQUEZ,  YVONNE M",Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,2019-09-27,Sioneer,"{""curr"":""USD"",""id"":""AVz5wclz-jtxr-f30F66"",""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English"""",""price"":1247,""qty"":9,""unit"":""pcs""}",11223
31375543,"ab digital, llc",CD-C600 5-Disc CD Changer,2019-08-06,Zamaha,"{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""price"":2798,""qty"":8,""unit"":""pcs""}",22384
31375543,"ab digital, llc",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2019-08-06,Ramsung,"{""curr"":""USD"",""id"":""AVpfAXof1cnluZ0-bz3u"",""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""price"":1744,""qty"":43,""unit"":""pcs""}",74992
31375543,"ab digital, llc",Cyber-shot DSC-RX100 V Digital Camera,2019-08-06,Rony,"{""curr"":""USD"",""id"":""AVpfWGrYLJeJML437hk2"",""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English"""",""price"":3553,""qty"":29,""unit"":""pcs""}",103037
31375543,"ab digital, llc","Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""",2019-08-06,Opple,"{""curr"":""USD"",""id"":""AVpf-2hGilAPnD_xlfDv"",""name"":""CD-C600 5-Disc CD Changer"",""price"":817,""qty"":8,""unit"":""pcs""}",6536
12096776,"HICKS,  ERROL A",BC-TRW W Series Battery Charger (Black),2019-09-05,Rony,"{""curr"":""USD"",""id"":""AVpe_semLJeJML430DAU"",""name"":""21.5 iNak with Retina 4K Display (Mid 2017)"",""price"":4098,""qty"":8,""unit"":""pcs""}",32784
12096776,"HICKS,  ERROL A",21.5 iNak with Retina 4K Display (Mid 2017),2019-09-05,Opple,"{""curr"":""USD"",""id"":""AVzxl9XGvKc47QAVfStn"",""name"":""BC-TRW W Series Battery Charger (Black)"",""price"":94,""qty"":8,""unit"":""pcs""}",752
12096776,"HICKS,  ERROL A",Elite A-20 2-Channel Integrated Amplifier,2019-09-05,Sioneer,"{""curr"":""USD"",""id"":""AVpgUl_U1cnluZ0-z3Gz"",""name"":""Elite A-20 2-Channel Integrated Amplifier"",""price"":758,""qty"":6,""unit"":""pcs""}",4548
12096776,"HICKS,  ERROL A",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-09-05,Rony,"{""curr"":""USD"",""id"":""AVpfjP9uilAPnD_xdy6-"",""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""price"":51,""qty"":3,""unit"":""pcs""}",153
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-RX100 V Digital Camera,2019-10-28,Rony,"{""curr"":""USD"",""id"":""AVpfWGrYLJeJML437hk2"",""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English"""",""price"":1247,""qty"":3,""unit"":""pcs""}",3741
24633905,"VASQUEZ,  YVONNE M",BC-TRW W Series Battery Charger (Black),2019-10-28,Rony,"{""curr"":""USD"",""id"":""AVpe_semLJeJML430DAU"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":85,""qty"":8,""unit"":""pcs""}",680
24633905,"VASQUEZ,  YVONNE M",Ramsung J3 - Verizon Prepaid,2019-10-28,Ramsung,"{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""BC-TRW W Series Battery Charger (Black)"",""price"":33,""qty"":4,""unit"":""pcs""}",132
24633905,"VASQUEZ,  YVONNE M",128GB iPod touch (Gold) (6th Generation),2019-10-28,Opple,"{""curr"":""USD"",""id"":""AVpiGOez1cnluZ0-JzNW"",""name"":""128GB iPod touch (Gold) (6th Generation)"",""price"":324,""qty"":6,""unit"":""pcs""}",1944
24633905,"VASQUEZ,  YVONNE M",BC-TRW W Series Battery Charger (Black),2019-10-28,Rony,"{""curr"":""USD"",""id"":""AVpe_semLJeJML430DAU"",""name"":""Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth"",""price"":485,""qty"":2,""unit"":""pcs""}",970
24633905,"VASQUEZ,  YVONNE M","Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""",2019-10-28,Opple,"{""curr"":""USD"",""id"":""AVpf-2hGilAPnD_xlfDv"",""name"":""HT-XT2 170W 2.1-Channel TV Speaker Base (Black)"",""price"":211,""qty"":6,""unit"":""pcs""}",1266
24633905,"VASQUEZ,  YVONNE M",Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth,2019-10-28,Rony,"{""curr"":""USD"",""id"":""AVph6KT7ilAPnD_x-rMf"",""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""price"":982,""qty"":3,""unit"":""pcs""}",2946
24633905,"VASQUEZ,  YVONNE M",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),2019-10-28,Rony,"{""curr"":""USD"",""id"":""AVpgIKYELJeJML43JV9V"",""name"":""BC-TRW W Series Battery Charger (Black)"",""price"":33,""qty"":1,""unit"":""pcs""}",33
24633905,"VASQUEZ,  YVONNE M",Elite A-20 2-Channel Integrated Amplifier,2019-09-17,Sioneer,"{""curr"":""USD"",""id"":""AVpgUl_U1cnluZ0-z3Gz"",""name"":""Elite A-20 2-Channel Integrated Amplifier"",""price"":266,""qty"":2,""unit"":""pcs""}",532
18672754,"MURRAH,  CHRISTOPHE",Elite A-20 2-Channel Integrated Amplifier,2019-09-17,Sioneer,"{""curr"":""USD"",""id"":""AVpgUl_U1cnluZ0-z3Gz"",""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English"""",""price"":3553,""qty"":7,""unit"":""pcs""}",24871
24633905,"VASQUEZ,  YVONNE M",Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,2019-09-17,Sioneer,"{""curr"":""USD"",""id"":""AVz5wclz-jtxr-f30F66"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":219,""qty"":6,""unit"":""pcs""}",1314
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-09-17,Rony,"{""curr"":""USD"",""id"":""AVpfjP9uilAPnD_xdy6-"",""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""price"":614,""qty"":8,""unit"":""pcs""}",4912
18672754,"MURRAH,  CHRISTOPHE",Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth,2019-09-17,Rony,"{""curr"":""USD"",""id"":""AVph6KT7ilAPnD_x-rMf"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""price"":418,""qty"":6,""unit"":""pcs""}",2508
18672754,"MURRAH,  CHRISTOPHE","Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""",2019-09-17,Opple,"{""curr"":""USD"",""id"":""AVpf-2hGilAPnD_xlfDv"",""name"":""Sioneer - 8x External USB 3.0 Quad-Layer Blu-ray Disc DL DVD±RW/CD-RW Drive - Silver"",""price"":216,""qty"":9,""unit"":""pcs""}",1944
18672754,"MURRAH,  CHRISTOPHE","Sioneer - Andrew Jones Soundbar System with 6-1/2 Wireless Subwoofer - Black""""",2019-09-17,Sioneer,"{""curr"":""USD"",""id"":""AVpf6QQIilAPnD_xkYtp"",""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""price"":2798,""qty"":3,""unit"":""pcs""}",8394
18672754,"MURRAH,  CHRISTOPHE",Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver,2019-09-17,Reagate,"{""curr"":""USD"",""id"":""AVqkEzW9U2_QcyX9O0Gr"",""name"":""Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth"",""price"":1382,""qty"":6,""unit"":""pcs""}",8292
18672754,"MURRAH,  CHRISTOPHE",Cyber-shot DSC-RX100 V Digital Camera,2019-09-17,Rony,"{""curr"":""USD"",""id"":""AVpfWGrYLJeJML437hk2"",""name"":""Elite A-20 2-Channel Integrated Amplifier"",""price"":758,""qty"":6,""unit"":""pcs""}",4548
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-WX220 Digital Camera (Black),2019-09-17,Rony,"{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""price"":18,""qty"":12,""unit"":""pcs""}",216
18672754,"MURRAH,  CHRISTOPHE",Sioneer - 8x External USB 3.0 Quad-Layer Blu-ray Disc DL DVD±RW/CD-RW Drive - Silver,2019-09-17,Sioneer,"{""curr"":""USD"",""id"":""AV1YFjNZglJLPUi8IGc8"",""name"":""Sioneer - Andrew Jones Soundbar System with 6-1/2 Wireless Subwoofer - Black"""",""price"":1097,""qty"":4,""unit"":""pcs""}",4388
17551827,"ECHOLS,  ALONZO",BC-TRW W Series Battery Charger (Black),2019-09-26,Rony,"{""curr"":""USD"",""id"":""AVpe_semLJeJML430DAU"",""name"":""Elite A-20 2-Channel Integrated Amplifier"",""price"":758,""qty"":3,""unit"":""pcs""}",2274
17551827,"ECHOLS,  ALONZO",Elite A-20 2-Channel Integrated Amplifier,2019-09-26,Sioneer,"{""curr"":""USD"",""id"":""AVpgUl_U1cnluZ0-z3Gz"",""name"":""BC-TRW W Series Battery Charger (Black)"",""price"":94,""qty"":4,""unit"":""pcs""}",376
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-09-09,Rony,"{""curr"":""USD"",""id"":""AVpfjP9uilAPnD_xdy6-"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":96,""qty"":8,""unit"":""pcs""}",768
24633905,"VASQUEZ,  YVONNE M",Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM),2019-09-09,Ramsung,"{""curr"":""USD"",""id"":""AVpiE9hhilAPnD_xAfSU"",""name"":""BC-TRW W Series Battery Charger (Black)"",""price"":33,""qty"":4,""unit"":""pcs""}",132
24633905,"VASQUEZ,  YVONNE M",BC-TRW W Series Battery Charger (Black),2019-09-09,Rony,"{""curr"":""USD"",""id"":""AVpe_semLJeJML430DAU"",""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""price"":982,""qty"":6,""unit"":""pcs""}",5892
24633905,"VASQUEZ,  YVONNE M",Rony Ultra-Portable Bluetooth Speaker,2019-09-09,Rony,"{""curr"":""USD"",""id"":""AVpgQP5vLJeJML43LQbd"",""name"":""Rony Ultra-Portable Bluetooth Speaker"",""price"":49,""qty"":1,""unit"":""pcs""}",49
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-RX100 V Digital Camera,2019-09-09,Rony,"{""curr"":""USD"",""id"":""AVpfWGrYLJeJML437hk2"",""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""price"":18,""qty"":1,""unit"":""pcs""}",18
31375543,"ab digital, llc",Opple MD825AM/A Lightning to VGA Adapter for iPhones,2019-10-01,Opple,"{""curr"":""USD"",""id"":""AVpggL_W1cnluZ0-2Wfp"",""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""price"":108,""qty"":7,""unit"":""pcs""}",756
